sample,chr,startpos,endpos
P63_2,chr8,39545072,39626750
P63_2,chr8,39626751,44298461
P63_2,chr8,44298462,49068765
P63_2,chr8,49068766,50332576
P63_2,chr8,50332577,66196050
P63_2,chr8,66196051,73861905
P63_2,chr8,73861906,97553174
P63_2,chr8,97553175,101690900
P63_2,chr8,101690901,104304126
P63_2,chr8,104304127,104331777
P63_2,chr8,104331778,106649681
P63_2,chr8,106649682,108814614
P63_2,chr8,108814615,113386676
P63_2,chr8,113386677,113825323
P63_2,chr8,113825324,124183820
P63_2,chr8,124183821,127724743
P63_2,chr8,127724744,130151729
P63_2,chr8,130151730,132351604
P63_2,chr8,132351605,136908600
P63_2,chr8,136908601,144676220
P63_2,chr8,144676221,146259314
P64_1,chr8,0,3421
P64_1,chr8,3422,16532742
P64_1,chr8,16532743,23555860
P64_1,chr8,23555861,32950462
P64_1,chr8,32950463,46568007
P64_1,chr8,46568008,48860081
P64_1,chr8,48860082,53985210
P64_1,chr8,53985211,69574172
P64_1,chr8,69574173,71829957
P64_1,chr8,71829958,71886927
P64_1,chr8,71886928,76572591
P64_1,chr8,76572592,76679693
P64_1,chr8,76679694,78080063
P64_1,chr8,78080064,78250044
P64_1,chr8,78250045,81641421
P64_1,chr8,81641422,82041172
P64_1,chr8,82041173,86742933
P64_1,chr8,86742934,92144637
P64_1,chr8,92144638,92969904
P64_1,chr8,92969905,93142817
P64_1,chr8,93142818,94030399
P64_1,chr8,94030400,96640526
P64_1,chr8,96640527,104853358
P64_1,chr8,104853359,104979110
P64_1,chr8,104979111,107566106
P64_1,chr8,107566107,109084056
P64_1,chr8,109084057,110306507
P64_1,chr8,110306508,116700897
P64_1,chr8,116700898,134234779
P64_1,chr8,134234780,139861136
P64_1,chr8,139861137,139880928
P64_1,chr8,139880929,140795841
P64_1,chr8,140795842,146259314
P64_2,chr8,0,3421
P64_2,chr8,3422,35484466
P64_2,chr8,35484467,36633437
P64_2,chr8,36633438,43939036
P64_2,chr8,43939037,51419405
P64_2,chr8,51419406,58797110
P64_2,chr8,58797111,64717599
P64_2,chr8,64717600,69383471
P64_2,chr8,69383472,77602574
P64_2,chr8,77602575,146259314
P65_1,chr8,0,3421
P65_1,chr8,3422,29648479
P65_1,chr8,29648480,41564258
P65_1,chr8,41564259,64317018
P65_1,chr8,64317019,64481823
P65_1,chr8,64481824,69140339
P65_1,chr8,69140340,71682351
P65_1,chr8,71682352,74383630
P65_1,chr8,74383631,75002675
P65_1,chr8,75002676,75756399
P65_1,chr8,75756400,76572591
P65_1,chr8,76572592,91506812
P65_1,chr8,91506813,92864214
P65_1,chr8,92864215,92870624
P65_1,chr8,92870625,101069897
P65_1,chr8,101069898,109664670
P65_1,chr8,109664671,111510759
P65_1,chr8,111510760,115153257
P65_1,chr8,115153258,115687820
P65_1,chr8,115687821,117577660
P65_1,chr8,117577661,120701065
P65_1,chr8,120701066,121247514
P65_1,chr8,121247515,138425379
P65_1,chr8,138425380,138478051
P65_1,chr8,138478052,139002349
P65_1,chr8,139002350,141836666
P65_1,chr8,141836667,142699354
P65_1,chr8,142699355,146259314
P65_2,chr8,0,3421
P65_2,chr8,3422,90693003
P65_2,chr8,90693004,93072525
P65_2,chr8,93072526,95189117
P65_2,chr8,95189118,99191447
P65_2,chr8,99191448,146259314
P66_1,chr8,0,3421
P66_1,chr8,3422,8543493
P66_1,chr8,8543494,8637952
P66_1,chr8,8637953,9605644
P66_1,chr8,9605645,16312443
P66_1,chr8,16312444,18648227
P66_1,chr8,18648228,29577378
P66_1,chr8,29577379,43793006
P66_1,chr8,43793007,51146662
P66_1,chr8,51146663,52914230
P66_1,chr8,52914231,54689024
P66_1,chr8,54689025,61098587
P66_1,chr8,61098588,64804692
P66_1,chr8,64804693,66724331
P66_1,chr8,66724332,71812526
P66_1,chr8,71812527,71886927
P66_1,chr8,71886928,72070359
P66_1,chr8,72070360,74220889
P66_1,chr8,74220890,77684641
P66_1,chr8,77684642,80665815
P66_1,chr8,80665816,82351737
P66_1,chr8,82351738,87319154
P66_1,chr8,87319155,90475812
P66_1,chr8,90475813,94946574
P66_1,chr8,94946575,97890540
P66_1,chr8,97890541,99971682
P66_1,chr8,99971683,107457351
P66_1,chr8,107457352,108715133
P66_1,chr8,108715134,113205196
P66_1,chr8,113205197,114936257
P66_1,chr8,114936258,118030465
P66_1,chr8,118030466,122153668
P66_1,chr8,122153669,130052008
P66_1,chr8,130052009,132208010
P66_1,chr8,132208011,138694051
P66_1,chr8,138694052,146259314
P66_2,chr8,0,3421
P66_2,chr8,3422,16532742
P66_2,chr8,16532743,25651738
P66_2,chr8,25651739,36454601
P66_2,chr8,36454602,41388026
P66_2,chr8,41388027,48669382
P66_2,chr8,48669383,59962210
P66_2,chr8,59962211,63768190
P66_2,chr8,63768191,80237760
P66_2,chr8,80237761,81831775
P66_2,chr8,81831776,82869760
P66_2,chr8,82869761,91761210
P66_2,chr8,91761211,95831324
P66_2,chr8,95831325,99820351
P66_2,chr8,99820352,99898829
P66_2,chr8,99898830,101304312
P66_2,chr8,101304313,109228331
P66_2,chr8,109228332,130977408
P66_2,chr8,130977409,146259314
P67_1,chr8,0,3421
P67_1,chr8,3422,25841063
P67_1,chr8,25841064,29648479
P67_1,chr8,29648480,38835054
P67_1,chr8,38835055,52914230
P67_1,chr8,52914231,61023589
P67_1,chr8,61023590,67648383
P67_1,chr8,67648384,69869152
P67_1,chr8,69869153,72070359
P67_1,chr8,72070360,79190160
P67_1,chr8,79190161,81610682
P67_1,chr8,81610683,81794798
P67_1,chr8,81794799,82485845
P67_1,chr8,82485846,86434258
P67_1,chr8,86434259,87369716
P67_1,chr8,87369717,87915824
P67_1,chr8,87915825,88284613
P67_1,chr8,88284614,88860985
P67_1,chr8,88860986,90564455
P67_1,chr8,90564456,92353953
P67_1,chr8,92353954,97593360
P67_1,chr8,97593361,99239236
P67_1,chr8,99239237,101795031
P67_1,chr8,101795032,133225802
P67_1,chr8,133225803,145640257
P67_1,chr8,145640258,146259314
P67_2,chr8,0,3421
P67_2,chr8,3422,12240678
P67_2,chr8,12240679,16300454
P67_2,chr8,16300455,21304324
P67_2,chr8,21304325,26990115
P67_2,chr8,26990116,34362913
P67_2,chr8,34362914,45438909
P67_2,chr8,45438910,47312354
P67_2,chr8,47312355,50584420
P67_2,chr8,50584421,59962210
P67_2,chr8,59962211,67023896
P67_2,chr8,67023897,73278988
P67_2,chr8,73278989,73786935
P67_2,chr8,73786936,75457389
P67_2,chr8,75457390,87805625
P67_2,chr8,87805626,91092246
P67_2,chr8,91092247,91801792
P67_2,chr8,91801793,92539120
P67_2,chr8,92539121,103106668
P67_2,chr8,103106669,105451797
P67_2,chr8,105451798,108280731
P67_2,chr8,108280732,117529371
P67_2,chr8,117529372,136353834
P67_2,chr8,136353835,136407228
P67_2,chr8,136407229,146259314
P68_1,chr8,0,3421
P68_1,chr8,3422,12240678
P68_1,chr8,12240679,12373610
P68_1,chr8,12373611,42952887
P68_1,chr8,42952888,48382646
P68_1,chr8,48382647,50789802
P68_1,chr8,50789803,51246223
P68_1,chr8,51246224,59229191
P68_1,chr8,59229192,61026257
P68_1,chr8,61026258,62305168
P68_1,chr8,62305169,67048090
P68_1,chr8,67048091,79328125
P68_1,chr8,79328126,80715851
P68_1,chr8,80715852,90657074
P68_1,chr8,90657075,90788681
P68_1,chr8,90788682,91493815
P68_1,chr8,91493816,94322496
P68_1,chr8,94322497,96117157
P68_1,chr8,96117158,99566158
P68_1,chr8,99566159,101406447
P68_1,chr8,101406448,101787796
P68_1,chr8,101787797,104341357
P68_1,chr8,104341358,108443343
P68_1,chr8,108443344,114554781
P68_1,chr8,114554782,120668934
P68_1,chr8,120668935,122686827
P68_1,chr8,122686828,127983923
P68_1,chr8,127983924,128084908
P68_1,chr8,128084909,137886307
P68_1,chr8,137886308,137982429
P68_1,chr8,137982430,139477645
P68_1,chr8,139477646,145177745
P68_1,chr8,145177746,146259314
P68_2,chr8,0,3421
P68_2,chr8,3422,64317018
P68_2,chr8,64317019,64481823
P68_2,chr8,64481824,66702401
P68_2,chr8,66702402,66932586
P68_2,chr8,66932587,74821654
P68_2,chr8,74821655,82619716
P68_2,chr8,82619717,85673058
P68_2,chr8,85673059,87749463
P68_2,chr8,87749464,94542051
P68_2,chr8,94542052,100031995
P68_2,chr8,100031996,100318542
P68_2,chr8,100318543,103808753
P68_2,chr8,103808754,105451797
P68_2,chr8,105451798,108920010
P68_2,chr8,108920011,113851836
P68_2,chr8,113851837,113914361
P68_2,chr8,113914362,114155039
P68_2,chr8,114155040,117238827
P68_2,chr8,117238828,117577660
P68_2,chr8,117577661,124263613
P68_2,chr8,124263614,133021633
P68_2,chr8,133021634,133306597
P68_2,chr8,133306598,134091775
P68_2,chr8,134091776,142030249
P68_2,chr8,142030250,146259314
P69_1,chr8,0,3421
P69_1,chr8,3422,16496525
P69_1,chr8,16496526,18044525
P69_1,chr8,18044526,42952887
P69_1,chr8,42952888,47832818
P69_1,chr8,47832819,60499150
P69_1,chr8,60499151,61970761
P69_1,chr8,61970762,70688140
P69_1,chr8,70688141,72470793
P69_1,chr8,72470794,77602574
P69_1,chr8,77602575,101257314
P69_1,chr8,101257315,102909650
P69_1,chr8,102909651,139380945
P69_1,chr8,139380946,146259314
P69_2,chr8,0,3421
P69_2,chr8,3422,23555860
P69_2,chr8,23555861,51645123
P69_2,chr8,51645124,59962210
P69_2,chr8,59962211,64317018
P69_2,chr8,64317019,69983860
P69_2,chr8,69983861,71098036
P69_2,chr8,71098037,74867176
P69_2,chr8,74867177,77650992
P69_2,chr8,77650993,83349822
P69_2,chr8,83349823,83687174
P69_2,chr8,83687175,87672200
P69_2,chr8,87672201,90475812
P69_2,chr8,90475813,90788681
P69_2,chr8,90788682,91493815
P69_2,chr8,91493816,92943943
P69_2,chr8,92943944,94542051
P69_2,chr8,94542052,97241659
P69_2,chr8,97241660,97973637
P69_2,chr8,97973638,101257314
P69_2,chr8,101257315,110817316
P69_2,chr8,110817317,113914361
P69_2,chr8,113914362,116234253
P69_2,chr8,116234254,117529371
P69_2,chr8,117529372,118707394
P69_2,chr8,118707395,123378445
P69_2,chr8,123378446,126280791
P69_2,chr8,126280792,126704526
P69_2,chr8,126704527,131586945
P69_2,chr8,131586946,136407228
P69_2,chr8,136407229,137250147
P69_2,chr8,137250148,141173556
P69_2,chr8,141173557,144492450
P69_2,chr8,144492451,145367443
P69_2,chr8,145367444,146259314
P6_1,chr8,0,3421
P6_1,chr8,3422,90333865
P6_1,chr8,90333866,106207778
P6_1,chr8,106207779,110764327
P6_1,chr8,110764328,110959751
P6_1,chr8,110959752,111452635
P6_1,chr8,111452636,114044678
P6_1,chr8,114044679,120811164
P6_1,chr8,120811165,135743810
P6_1,chr8,135743811,146259314
P6_2,chr8,0,3421
P6_2,chr8,3422,15054607
P6_2,chr8,15054608,25651738
P6_2,chr8,25651739,29417211
P6_2,chr8,29417212,34653024
P6_2,chr8,34653025,36455443
P6_2,chr8,36455444,40327911
P6_2,chr8,40327912,45476812
P6_2,chr8,45476813,46336457
P6_2,chr8,46336458,46864025
P6_2,chr8,46864026,47056093
P6_2,chr8,47056094,52148272
P6_2,chr8,52148273,60241234
P6_2,chr8,60241235,60574631
P6_2,chr8,60574632,60804782
P6_2,chr8,60804783,67755742
P6_2,chr8,67755743,72337482
P6_2,chr8,72337483,73779796
P6_2,chr8,73779797,76850783
P6_2,chr8,76850784,85442208
P6_2,chr8,85442209,91020609
P6_2,chr8,91020610,91105278
P6_2,chr8,91105279,96883410
P6_2,chr8,96883411,99295588
P6_2,chr8,99295589,103124850
P6_2,chr8,103124851,103651648
P6_2,chr8,103651649,105437697
P6_2,chr8,105437698,105888514
P6_2,chr8,105888515,109210223
P6_2,chr8,109210224,109538670
P6_2,chr8,109538671,112289437
P6_2,chr8,112289438,117428775
P6_2,chr8,117428776,127280672
P6_2,chr8,127280673,128329339
P6_2,chr8,128329340,130978593
P6_2,chr8,130978594,132910555
P6_2,chr8,132910556,138599532
P6_2,chr8,138599533,141145764
P6_2,chr8,141145765,143074184
P6_2,chr8,143074185,146259314
P70_1,chr8,0,3421
P70_1,chr8,3422,8678253
P70_1,chr8,8678254,12249184
P70_1,chr8,12249185,12363951
P70_1,chr8,12363952,12380459
P70_1,chr8,12380460,16766574
P70_1,chr8,16766575,38648311
P70_1,chr8,38648312,42125577
P70_1,chr8,42125578,42317851
P70_1,chr8,42317852,43643305
P70_1,chr8,43643306,44617617
P70_1,chr8,44617618,51364038
P70_1,chr8,51364039,53680625
P70_1,chr8,53680626,54575695
P70_1,chr8,54575696,64846737
P70_1,chr8,64846738,73028512
P70_1,chr8,73028513,76912291
P70_1,chr8,76912292,78175241
P70_1,chr8,78175242,79597373
P70_1,chr8,79597374,83455867
P70_1,chr8,83455868,86783038
P70_1,chr8,86783039,87238245
P70_1,chr8,87238246,88316875
P70_1,chr8,88316876,90995956
P70_1,chr8,90995957,92730581
P70_1,chr8,92730582,95625824
P70_1,chr8,95625825,95793078
P70_1,chr8,95793079,99135723
P70_1,chr8,99135724,99693836
P70_1,chr8,99693837,101127447
P70_1,chr8,101127448,101617082
P70_1,chr8,101617083,102697982
P70_1,chr8,102697983,116755410
P70_1,chr8,116755411,117068465
P70_1,chr8,117068466,117830092
P70_1,chr8,117830093,127629762
P70_1,chr8,127629763,129591523
P70_1,chr8,129591524,146259314
P70_2,chr8,0,3421
P70_2,chr8,3422,23613403
P70_2,chr8,23613404,39946888
P70_2,chr8,39946889,41255022
P70_2,chr8,41255023,48654764
P70_2,chr8,48654765,58305845
P70_2,chr8,58305846,58439581
P70_2,chr8,58439582,65615430
P70_2,chr8,65615431,67633287
P70_2,chr8,67633288,73516986
P70_2,chr8,73516987,78856760
P70_2,chr8,78856761,81983280
P70_2,chr8,81983281,88142519
P70_2,chr8,88142520,90302938
P70_2,chr8,90302939,91756325
P70_2,chr8,91756326,95552106
P70_2,chr8,95552107,96796667
P70_2,chr8,96796668,100124367
P70_2,chr8,100124368,100935156
P70_2,chr8,100935157,108600075
P70_2,chr8,108600076,115908447
P70_2,chr8,115908448,116088631
P70_2,chr8,116088632,120732295
P70_2,chr8,120732296,128139366
P70_2,chr8,128139367,146259314
P71_1,chr8,0,3421
P71_1,chr8,3422,35615522
P71_1,chr8,35615523,49665410
P71_1,chr8,49665411,67085283
P71_1,chr8,67085284,84844063
P71_1,chr8,84844064,94338883
P71_1,chr8,94338884,95793078
P71_1,chr8,95793079,97030180
P71_1,chr8,97030181,97639271
P71_1,chr8,97639272,101374318
P71_1,chr8,101374319,101767658
P71_1,chr8,101767659,107194441
P71_1,chr8,107194442,108600075
P71_1,chr8,108600076,108909056
P71_1,chr8,108909057,110143655
P71_1,chr8,110143656,112494632
P71_1,chr8,112494633,114422089
P71_1,chr8,114422090,115984915
P71_1,chr8,115984916,117448408
P71_1,chr8,117448409,120732295
P71_1,chr8,120732296,133351689
P71_1,chr8,133351690,135546234
P71_1,chr8,135546235,139382528
P71_1,chr8,139382529,140708137
P71_1,chr8,140708138,141871856
P71_1,chr8,141871857,146259314
P71_2,chr8,0,3421
P71_2,chr8,3422,146259314
P72_1,chr8,0,3421
P72_1,chr8,3422,18002536
P72_1,chr8,18002537,32535203
P72_1,chr8,32535204,58792415
P72_1,chr8,58792416,66824228
P72_1,chr8,66824229,70579757
P72_1,chr8,70579758,73573453
P72_1,chr8,73573454,86255161
P72_1,chr8,86255162,100236722
P72_1,chr8,100236723,113440638
P72_1,chr8,113440639,146259314
P72_2,chr8,0,3421
P72_2,chr8,3422,12363951
P72_2,chr8,12363952,17219517
P72_2,chr8,17219518,52811699
P72_2,chr8,52811700,65615430
P72_2,chr8,65615431,110051371
P72_2,chr8,110051372,146259314
P73_1,chr8,0,3421
P73_1,chr8,3422,2634483
P73_1,chr8,2634484,8515028
P73_1,chr8,8515029,12249184
P73_1,chr8,12249185,16766574
P73_1,chr8,16766575,18002536
P73_1,chr8,18002537,22796596
P73_1,chr8,22796597,23613403
P73_1,chr8,23613404,32367639
P73_1,chr8,32367640,39216461
P73_1,chr8,39216462,44019625
P73_1,chr8,44019626,47517772
P73_1,chr8,47517773,50241085
P73_1,chr8,50241086,54244219
P73_1,chr8,54244220,58404225
P73_1,chr8,58404226,58667249
P73_1,chr8,58667250,67134474
P73_1,chr8,67134475,75548274
P73_1,chr8,75548275,79801537
P73_1,chr8,79801538,81816931
P73_1,chr8,81816932,88218960
P73_1,chr8,88218961,89218313
P73_1,chr8,89218314,89873327
P73_1,chr8,89873328,90212530
P73_1,chr8,90212531,90657074
P73_1,chr8,90657075,91945273
P73_1,chr8,91945274,92617485
P73_1,chr8,92617486,93894115
P73_1,chr8,93894116,94542051
P73_1,chr8,94542052,95552106
P73_1,chr8,95552107,104135576
P73_1,chr8,104135577,108909056
P73_1,chr8,108909057,116257293
P73_1,chr8,116257294,121777138
P73_1,chr8,121777139,135256944
P73_1,chr8,135256945,146259314
P73_2,chr8,0,3421
P73_2,chr8,3422,47832818
P73_2,chr8,47832819,48192252
P73_2,chr8,48192253,48253586
P73_2,chr8,48253587,48382646
P73_2,chr8,48382647,51232694
P73_2,chr8,51232695,56543519
P73_2,chr8,56543520,63695256
P73_2,chr8,63695257,68912795
P73_2,chr8,68912796,74269513
P73_2,chr8,74269514,104567886
P73_2,chr8,104567887,106221924
P73_2,chr8,106221925,107889507
P73_2,chr8,107889508,109274945
P73_2,chr8,109274946,109915587
P73_2,chr8,109915588,114251271
P73_2,chr8,114251272,115688630
P73_2,chr8,115688631,120659253
P73_2,chr8,120659254,121175389
P73_2,chr8,121175390,128178895
P73_2,chr8,128178896,140346151
P73_2,chr8,140346152,141336056
P73_2,chr8,141336057,141713946
P73_2,chr8,141713947,142639175
P73_2,chr8,142639176,146259314
P74_1,chr8,0,3421
P74_1,chr8,3422,14476433
P74_1,chr8,14476434,26410530
P74_1,chr8,26410531,36684144
P74_1,chr8,36684145,45854063
P74_1,chr8,45854064,63081478
P74_1,chr8,63081479,72234804
P74_1,chr8,72234805,81994393
P74_1,chr8,81994394,83545766
P74_1,chr8,83545767,89314956
P74_1,chr8,89314957,106876217
P74_1,chr8,106876218,126208039
P74_1,chr8,126208040,136659617
P74_1,chr8,136659618,143151773
P74_1,chr8,143151774,146259314
P74_2,chr8,0,3421
P74_2,chr8,3422,8492865
P74_2,chr8,8492866,64163521
P74_2,chr8,64163522,72517041
P74_2,chr8,72517042,146259314
P75_1,chr8,0,3421
P75_1,chr8,3422,29787322
P75_1,chr8,29787323,38835054
P75_1,chr8,38835055,57313311
P75_1,chr8,57313312,60967397
P75_1,chr8,60967398,67130992
P75_1,chr8,67130993,69574172
P75_1,chr8,69574173,73913203
P75_1,chr8,73913204,77113022
P75_1,chr8,77113023,78080063
P75_1,chr8,78080064,106500618
P75_1,chr8,106500619,107014893
P75_1,chr8,107014894,126495082
P75_1,chr8,126495083,127310452
P75_1,chr8,127310453,143199985
P75_1,chr8,143199986,146259314
P75_2,chr8,0,3421
P75_2,chr8,3422,12678066
P75_2,chr8,12678067,18044525
P75_2,chr8,18044526,21515021
P75_2,chr8,21515022,85701948
P75_2,chr8,85701949,86877387
P75_2,chr8,86877388,91102469
P75_2,chr8,91102470,93300922
P75_2,chr8,93300923,96329176
P75_2,chr8,96329177,98390669
P75_2,chr8,98390670,99239236
P75_2,chr8,99239237,99293077
P75_2,chr8,99293078,105126790
P75_2,chr8,105126791,119751548
P75_2,chr8,119751549,127715883
P75_2,chr8,127715884,127966112
P75_2,chr8,127966113,128536156
P75_2,chr8,128536157,129571667
P75_2,chr8,129571668,139380945
P75_2,chr8,139380946,140205727
P75_2,chr8,140205728,146259314
P76_1,chr8,0,3421
P76_1,chr8,3422,35905017
P76_1,chr8,35905018,45963830
P76_1,chr8,45963831,56017996
P76_1,chr8,56017997,67028963
P76_1,chr8,67028964,88916867
P76_1,chr8,88916868,93125793
P76_1,chr8,93125794,94774367
P76_1,chr8,94774368,98013322
P76_1,chr8,98013323,99703039
P76_1,chr8,99703040,100751584
P76_1,chr8,100751585,102819745
P76_1,chr8,102819746,103053145
P76_1,chr8,103053146,104666709
P76_1,chr8,104666710,105234625
P76_1,chr8,105234626,105318864
P76_1,chr8,105318865,105893963
P76_1,chr8,105893964,109914192
P76_1,chr8,109914193,119111061
P76_1,chr8,119111062,141505461
P76_1,chr8,141505462,146259314
P76_2,chr8,0,3421
P76_2,chr8,3422,12479133
P76_2,chr8,12479134,43132551
P76_2,chr8,43132552,43643305
P76_2,chr8,43643306,51246223
P76_2,chr8,51246224,58792415
P76_2,chr8,58792416,59472622
P76_2,chr8,59472623,59860306
P76_2,chr8,59860307,64247263
P76_2,chr8,64247264,75548274
P76_2,chr8,75548275,78591461
P76_2,chr8,78591462,78856760
P76_2,chr8,78856761,85511039
P76_2,chr8,85511040,85751495
P76_2,chr8,85751496,100375369
P76_2,chr8,100375370,111602849
P76_2,chr8,111602850,112936537
P76_2,chr8,112936538,121581224
P76_2,chr8,121581225,146259314
P77_1,chr8,0,3421
P77_1,chr8,3422,3835219
P77_1,chr8,3835220,15373276
P77_1,chr8,15373277,24401892
P77_1,chr8,24401893,24422992
P77_1,chr8,24422993,29734806
P77_1,chr8,29734807,33262947
P77_1,chr8,33262948,67442822
P77_1,chr8,67442823,71287333
P77_1,chr8,71287334,72728599
P77_1,chr8,72728600,75906946
P77_1,chr8,75906947,76633949
P77_1,chr8,76633950,80273016
P77_1,chr8,80273017,80401527
P77_1,chr8,80401528,86150444
P77_1,chr8,86150445,93777178
P77_1,chr8,93777179,106824427
P77_1,chr8,106824428,116130461
P77_1,chr8,116130462,128935438
P77_1,chr8,128935439,134705336
P77_1,chr8,134705337,141117628
P77_1,chr8,141117629,146259314
P77_2,chr8,0,3421
P77_2,chr8,3422,8673625
P77_2,chr8,8673626,11429580
P77_2,chr8,11429581,18496838
P77_2,chr8,18496839,18905991
P77_2,chr8,18905992,33636532
P77_2,chr8,33636533,35345471
P77_2,chr8,35345472,41434867
P77_2,chr8,41434868,42630510
P77_2,chr8,42630511,45335409
P77_2,chr8,45335410,52833159
P77_2,chr8,52833160,54185791
P77_2,chr8,54185792,55064383
P77_2,chr8,55064384,64743974
P77_2,chr8,64743975,65791179
P77_2,chr8,65791180,68005076
P77_2,chr8,68005077,69376335
P77_2,chr8,69376336,71035145
P77_2,chr8,71035146,75050793
P77_2,chr8,75050794,80203320
P77_2,chr8,80203321,85128683
P77_2,chr8,85128684,89056314
P77_2,chr8,89056315,93322309
P77_2,chr8,93322310,93863224
P77_2,chr8,93863225,95163474
P77_2,chr8,95163475,105154453
P77_2,chr8,105154454,109298364
P77_2,chr8,109298365,111241627
P77_2,chr8,111241628,146259314
P78_1,chr8,0,3421
P78_1,chr8,3422,111641974
P78_1,chr8,111641975,115103176
P78_1,chr8,115103177,146259314
P78_2,chr8,0,3421
P78_2,chr8,3422,4401231
P78_2,chr8,4401232,13195281
P78_2,chr8,13195282,28631181
P78_2,chr8,28631182,33090607
P78_2,chr8,33090608,68640990
P78_2,chr8,68640991,79947762
P78_2,chr8,79947763,146259314
P79_1,chr8,0,3421
P79_1,chr8,3422,146259314
P79_2,chr8,0,3421
P79_2,chr8,3422,23130613
P79_2,chr8,23130614,68392328
P79_2,chr8,68392329,85475222
P79_2,chr8,85475223,87038020
P79_2,chr8,87038021,88820126
P79_2,chr8,88820127,90846215
P79_2,chr8,90846216,97031680
P79_2,chr8,97031681,100090381
P79_2,chr8,100090382,102765148
P79_2,chr8,102765149,103273146
P79_2,chr8,103273147,146259314
P7_1,chr8,0,3421
P7_1,chr8,3422,12380459
P7_1,chr8,12380460,12479133
P7_1,chr8,12479134,13427252
P7_1,chr8,13427253,15804005
P7_1,chr8,15804006,16766574
P7_1,chr8,16766575,31397708
P7_1,chr8,31397709,34911454
P7_1,chr8,34911455,36684144
P7_1,chr8,36684145,38735676
P7_1,chr8,38735677,44283128
P7_1,chr8,44283129,53680625
P7_1,chr8,53680626,54244219
P7_1,chr8,54244220,54307298
P7_1,chr8,54307299,60234182
P7_1,chr8,60234183,61601973
P7_1,chr8,61601974,71975561
P7_1,chr8,71975562,74018587
P7_1,chr8,74018588,79529104
P7_1,chr8,79529105,83997949
P7_1,chr8,83997950,84595753
P7_1,chr8,84595754,86289593
P7_1,chr8,86289594,86447757
P7_1,chr8,86447758,88316875
P7_1,chr8,88316876,89218313
P7_1,chr8,89218314,90212530
P7_1,chr8,90212531,92229422
P7_1,chr8,92229423,93039651
P7_1,chr8,93039652,98519077
P7_1,chr8,98519078,99628813
P7_1,chr8,99628814,102557685
P7_1,chr8,102557686,104889032
P7_1,chr8,104889033,107687643
P7_1,chr8,107687644,108642256
P7_1,chr8,108642257,119111061
P7_1,chr8,119111062,120021980
P7_1,chr8,120021981,123346198
P7_1,chr8,123346199,126661460
P7_1,chr8,126661461,133404667
P7_1,chr8,133404668,136007274
P7_1,chr8,136007275,144830619
P7_1,chr8,144830620,146259314
P7_2,chr8,0,3421
P7_2,chr8,3422,35905017
P7_2,chr8,35905018,48799769
P7_2,chr8,48799770,74537464
P7_2,chr8,74537465,107194441
P7_2,chr8,107194442,127285347
P7_2,chr8,127285348,128139366
P7_2,chr8,128139367,142188316
P7_2,chr8,142188317,146259314
P80_1,chr8,0,3421
P80_1,chr8,3422,146259314
P80_2,chr8,0,3421
P80_2,chr8,3422,13195281
P80_2,chr8,13195282,139148495
P80_2,chr8,139148496,146259314
P81_1,chr8,0,3421
P81_1,chr8,3422,3700740
P81_1,chr8,3700741,7139538
P81_1,chr8,7139539,18430052
P81_1,chr8,18430053,38031920
P81_1,chr8,38031921,40276574
P81_1,chr8,40276575,54713680
P81_1,chr8,54713681,62616242
P81_1,chr8,62616243,67002596
P81_1,chr8,67002597,68623301
P81_1,chr8,68623302,77473444
P81_1,chr8,77473445,84635899
P81_1,chr8,84635900,89539066
P81_1,chr8,89539067,91511485
P81_1,chr8,91511486,98541588
P81_1,chr8,98541589,102401048
P81_1,chr8,102401049,102440459
P81_1,chr8,102440460,102692000
P81_1,chr8,102692001,114645558
P81_1,chr8,114645559,126299033
P81_1,chr8,126299034,146259314
P81_2,chr8,0,3421
P81_2,chr8,3422,146259314
P82_1,chr8,0,3421
P82_1,chr8,3422,18002536
P82_1,chr8,18002537,49423835
P82_1,chr8,49423836,87238245
P82_1,chr8,87238246,90255795
P82_1,chr8,90255796,95552106
P82_1,chr8,95552107,101025875
P82_1,chr8,101025876,115343093
P82_1,chr8,115343094,119535043
P82_1,chr8,119535044,132563057
P82_1,chr8,132563058,146259314
P82_2,chr8,0,3421
P82_2,chr8,3422,20768022
P82_2,chr8,20768023,85408367
P82_2,chr8,85408368,146259314
P83_1,chr8,0,3421
P83_1,chr8,3422,74218181
P83_1,chr8,74218182,79440064
P83_1,chr8,79440065,85408823
P83_1,chr8,85408824,107056067
P83_1,chr8,107056068,146259314
P83_2,chr8,0,3421
P83_2,chr8,3422,3494512
P83_2,chr8,3494513,3648869
P83_2,chr8,3648870,7060500
P83_2,chr8,7060501,8162794
P83_2,chr8,8162795,12581823
P83_2,chr8,12581824,23384954
P83_2,chr8,23384955,27678875
P83_2,chr8,27678876,28033188
P83_2,chr8,28033189,29735277
P83_2,chr8,29735278,33679266
P83_2,chr8,33679267,37146489
P83_2,chr8,37146490,43641241
P83_2,chr8,43641242,44007066
P83_2,chr8,44007067,44114606
P83_2,chr8,44114607,44580101
P83_2,chr8,44580102,46570687
P83_2,chr8,46570688,48166692
P83_2,chr8,48166693,48297103
P83_2,chr8,48297104,50040811
P83_2,chr8,50040812,54650118
P83_2,chr8,54650119,56160810
P83_2,chr8,56160811,61682468
P83_2,chr8,61682469,64315828
P83_2,chr8,64315829,64548367
P83_2,chr8,64548368,69142494
